Precio;Años;kilómetros;Tipo de combustible;HP;MetColor;Automático;CC;puertas;Peso
8750;61;38019;Gasolina;110;1;0;1600;5;1070
9750;68;37759;Gasolina;110;1;0;1600;5;1070
10950;61;37500;Gasolina;110;0;0;1600;5;1085
10950;60;37111;Gasolina;110;1;0;1600;3;1050
9750;62;37000;Gasolina;86;0;0;1300;3;1015
8900;59;36954;Gasolina;110;1;0;1600;3;1050
9500;60;36943;Gasolina;110;0;0;1600;5;1070
9950;63;36923;Gasolina;86;0;0;1300;5;1050
9950;66;36658;Gasolina;110;0;0;1600;3;1050
8250;;36000;Gasolina;86;1;0;1300;3;1015
10450;;36000;Gasolina;110;1;0;1600;3;1065
10950;62;35512;Gasolina;110;1;0;1600;3;1065
9250;;35283;Gasolina;86;1;0;1300;3;1015
8900;68;35000;Gasolina;110;1;0;1600;3;1050
10900;57;35000;Gasolina;86;1;0;1300;5;1045
9750;64;34114;Gasolina;110;0;0;1600;3;1050
11950;58;34000;Gasolina;110;0;0;1600;5;1075
7900;68;33847;Gasolina;86;1;0;1300;4;1000
10900;57;33535;Gasolina;110;0;0;1600;4;1035
10450;;33000;Gasolina;110;0;0;1600;3;1050
10950;59;32150;Gasolina;110;1;0;1600;5;1085
9950;;31588;Gasolina;86;1;0;1300;3;1015
10750;60;31480;Gasolina;110;1;0;1600;3;1065
9900;57;31307;Gasolina;110;1;0;1600;5;1070
10750;68;31000;Gasolina;110;1;0;1600;4;1035
10450;58;30634;Gasolina;110;1;0;1600;5;1075
9450;68;30300;Gasolina;86;1;0;1300;4;1000
10750;60;28500;Gasolina;86;1;1;1300;3;1045
10950;60;28500;Gasolina;110;0;0;1600;5;1075
10000;57;28000;Gasolina;86;0;0;1300;3;1015
10500;68;26698;Gasolina;110;0;0;1600;3;1055
12500;62;26000;Gasolina;107;0;1;1600;3;1085
8950;62;25505;Gasolina;86;1;0;1300;5;1035
10500;58;25000;Gasolina;110;1;0;1600;5;1075
9245;66;22835;Gasolina;110;1;0;1600;3;1050
10950;59;22705;Gasolina;110;1;0;1600;5;1075
9500;63;22178;Gasolina;86;1;0;1300;3;1015
10900;62;17345;Gasolina;110;1;0;1600;3;1050
10950;67;15535;Gasolina;86;1;1;1300;4;1030
9450;66;15110;Gasolina;86;0;0;1300;5;1035
5900;73;232940;Diesel;72;0;0;2000;5;1172
6950;79;218118;Diesel;72;0;0;2000;5;1150
6000;78;217764;Diesel;72;1;0;2000;5;1135
5250;79;207114;GNC;110;1;0;1600;5;1114
4400;74;203254;Diesel;72;1;0;2000;3;1135
6750;77;200732;Diesel;72;1;0;2000;4;1100
8500;69;197501;Diesel;72;0;0;2000;5;1135
6150;80;194765;Diesel;72;0;0;2000;3;1120
6950;76;191620;Diesel;72;0;0;2000;5;1150
5750;76;183277;Diesel;72;0;0;2000;3;1115
8750;78;180378;Diesel;72;1;0;2000;4;1100
6500;70;178800;Diesel;72;0;0;2000;3;1115
5950;73;176177;Gasolina;110;1;0;1600;5;1075
6500;78;176000;Gasolina;86;0;0;1300;5;1035
10500;77;172980;Diesel;72;1;0;2000;5;1135
8500;77;170000;Diesel;72;0;0;2000;4;1100
7950;71;164000;Gasolina;110;1;0;1600;3;1050
5800;78;161775;Gasolina;86;1;0;1300;3;1015
6750;80;160000;Gasolina;86;0;0;1300;3;1015
6950;78;159968;Diesel;72;0;0;2000;3;1115
5740;74;159908;Gasolina;110;0;0;1600;3;1050
6550;73;158492;Gasolina;86;0;0;1300;3;1015
8950;69;156204;Diesel;72;1;0;2000;3;1115
6750;73;156169;Gasolina;86;1;0;1300;5;1035
7950;78;155210;Gasolina;110;0;0;1600;3;1050
7950;69;155000;Diesel;72;0;0;2000;3;1115
7450;76;154900;Diesel;72;1;0;2000;5;1140
7750;70;151300;Diesel;72;1;0;2000;5;1150
6450;71;151000;GNC;110;1;0;1600;5;1094
7900;75;150000;Diesel;72;1;0;2000;3;1135
6900;69;146304;Diesel;72;1;0;2000;3;1115
5600;75;146197;Gasolina;86;0;0;1300;3;1015
5950;77;145996;Gasolina;110;0;0;1600;4;1035
6950;80;143560;Gasolina;86;1;1;1300;3;1045
7950;71;139145;Diesel;73;0;0;2000;2;1115
8950;79;138500;Gasolina;86;0;0;1300;5;1050
7950;74;137741;Diesel;90;1;0;2000;5;1135
9500;80;137178;Diesel;90;1;0;2000;5;1135
8600;76;134889;Diesel;72;1;0;2000;3;1115
5950;71;134660;Diesel;72;0;0;2000;5;1135
7750;73;134539;Gasolina;110;0;0;1600;5;1070
7950;79;131500;Diesel;72;0;0;2000;5;1140
6950;77;131307;Gasolina;110;1;0;1600;3;1050
7250;74;130025;Gasolina;110;1;0;1600;3;1050
6500;78;130000;Gasolina;86;0;0;1300;5;1015
7250;77;128960;Gasolina;110;1;0;1600;5;1070
9250;80;128351;Gasolina;110;1;0;1600;5;1070
8250;73;128006;Gasolina;110;1;0;1600;3;1050
7250;71;127159;Diesel;72;1;0;2000;3;1115
5250;72;126478;Gasolina;110;1;0;1600;4;1035
7900;77;126000;Gasolina;110;1;0;1600;5;1050
6900;76;125778;Gasolina;110;0;0;1600;3;1050
7900;75;125400;Gasolina;110;0;0;1600;3;1050
7250;74;124910;Diesel;72;0;0;2000;5;1135
8450;70;124743;Gasolina;110;1;0;1600;3;1050
7950;76;124591;Gasolina;110;1;0;1600;5;1075
7950;74;124057;Gasolina;110;1;0;1600;3;1050
6450;72;123403;Gasolina;110;1;0;1600;3;1050
6650;75;123104;Gasolina;110;1;0;1600;5;1070
7950;74;123077;Gasolina;86;1;0;1300;3;1015
7250;80;122820;Gasolina;86;0;0;1300;5;1040
7450;77;122290;Gasolina;110;0;0;1600;3;1050
7950;74;121900;Gasolina;110;1;0;1600;4;1035
7250;77;121545;Gasolina;110;1;0;1600;5;1070
8250;71;120474;Diesel;72;1;0;2000;3;1115
8950;76;120263;Diesel;72;1;0;2000;5;1135
7750;74;120196;Gasolina;110;1;0;1600;3;1050
8500;71;120000;Gasolina;110;0;0;1600;5;1085
7750;78;120000;Gasolina;110;0;0;1600;5;1075
5750;73;115877;Gasolina;110;0;0;1600;4;1035
6900;76;115345;Gasolina;110;1;0;1600;5;1070
6500;71;115157;Gasolina;110;1;0;1600;3;1050
6500;78;115000;Gasolina;107;1;1;1600;5;1100
7600;77;114258;Gasolina;86;1;0;1300;5;1050
8950;73;112963;Diesel;72;1;0;2000;5;1135
7450;74;112307;Gasolina;110;1;0;1600;5;1070
7350;72;112000;Gasolina;86;1;0;1300;3;1015
7750;73;111602;Gasolina;86;1;0;1300;3;1015
7460;80;111392;GNC;110;0;0;1598;3;1083
9250;76;110901;Gasolina;110;1;0;1600;5;1085
7250;80;110887;Gasolina;110;1;0;1600;3;1055
6500;72;110634;Gasolina;86;1;0;1300;3;1015
6800;80;110000;Gasolina;110;1;0;1600;4;1035
8700;75;109540;Gasolina;110;0;0;1600;5;1085
7500;78;109263;Gasolina;110;0;0;1600;5;1070
7750;71;107516;Gasolina;110;1;0;1600;3;1050
7950;73;107108;Gasolina;110;1;0;1600;3;1050
9950;75;107000;Gasolina;110;1;0;1600;3;1050
6640;74;106250;Gasolina;110;0;0;1600;5;1070
8750;71;106150;Gasolina;86;0;0;1300;3;1015
7750;72;106108;Gasolina;110;1;0;1600;3;1050
5950;72;105856;Gasolina;86;0;0;1300;3;1015
6750;77;105152;Gasolina;86;0;0;1300;3;1015
6500;80;105135;Gasolina;110;1;0;1600;3;1050
8750;76;104344;Gasolina;110;1;0;1600;3;1050
7950;74;104150;Gasolina;110;1;0;1600;3;1050
6750;74;104000;Gasolina;86;1;0;1300;3;1010
7950;73;103121;Gasolina;86;1;0;1300;5;1035
7950;80;102300;Gasolina;86;1;0;1300;3;1015
8950;75;102005;Gasolina;107;1;1;1600;5;1105
7750;77;102000;Gasolina;86;1;0;1300;3;1015
6450;75;101855;Gasolina;110;1;0;1600;5;1070
6900;74;101773;Gasolina;110;0;0;1600;3;1050
8450;75;101159;Gasolina;110;1;0;1600;5;1085
6750;74;101000;Gasolina;86;0;0;1300;3;1015
8050;74;100732;Gasolina;86;1;1;1300;4;1030
9500;79;100719;Gasolina;110;0;0;1600;5;1070
7750;78;100487;Gasolina;110;0;0;1600;4;1035
8500;80;100458;Gasolina;110;0;0;1600;5;1085
7795;75;100192;Gasolina;110;1;0;1600;3;1050
6490;80;100123;Gasolina;110;1;0;1600;3;1050
7950;73;99971;Gasolina;110;1;0;1600;3;1050
6425;79;99397;Gasolina;86;0;0;1300;5;1035
8950;69;99374;Gasolina;86;1;0;1300;5;1035
6950;72;99245;Gasolina;110;1;0;1600;5;1114
8750;79;98742;Gasolina;110;0;0;1600;5;1085
8450;71;98154;Gasolina;110;1;0;1600;3;1050
7950;77;98000;Gasolina;110;1;0;1600;5;1065
7950;80;97548;Gasolina;86;0;0;1300;5;1035
8900;78;97534;Gasolina;110;1;0;1600;5;1070
8950;73;97494;Gasolina;110;1;0;1600;5;1085
8900;73;97085;Gasolina;110;1;0;1600;5;1085
7950;69;97000;Gasolina;110;0;0;1600;4;1035
6495;74;96302;Gasolina;86;1;0;1300;3;1015
7250;78;96000;Gasolina;86;1;0;1300;3;1015
9250;74;96000;Gasolina;110;1;0;1600;5;1085
6650;78;95909;Gasolina;110;1;0;1600;5;1070
6990;79;95700;Gasolina;110;0;0;1600;5;1085
7750;78;95651;Gasolina;110;1;0;1600;5;1070
6950;79;95000;Gasolina;86;1;0;1300;5;1035
7250;80;94447;Gasolina;110;0;0;1600;3;1050
9950;80;94079;Gasolina;110;1;0;1600;5;1085
9250;80;93841;Gasolina;110;0;0;1600;5;1070
7200;79;93090;Gasolina;86;1;0;1300;5;1035
8250;72;93066;Gasolina;110;1;0;1600;5;1075
8950;79;93039;Gasolina;110;1;0;1600;3;1050
8250;77;93000;Gasolina;110;1;0;1600;5;1075
6250;80;92830;Gasolina;86;1;0;1300;3;1015
9900;80;92255;Gasolina;107;0;1;1600;5;1105
7300;80;92096;Gasolina;86;1;0;1300;5;1035
8950;72;91921;Gasolina;86;1;0;1300;3;1020
6500;70;91900;Gasolina;86;1;0;1300;3;1015
7950;78;91399;Gasolina;110;1;0;1600;5;1070
7450;75;91082;Gasolina;110;1;0;1600;3;1050
7950;71;90370;Gasolina;86;1;0;1300;5;1035
8500;78;90345;Gasolina;86;1;0;1300;5;1035
6950;77;90305;Gasolina;86;1;0;1300;3;1015
7950;78;90011;Gasolina;86;0;1;1300;3;1045
6750;77;90000;Gasolina;86;1;0;1300;3;1015
8450;70;89983;Gasolina;110;0;0;1600;3;1055
7500;78;89953;Gasolina;110;0;0;1600;5;1114
8750;74;89800;Diesel;72;1;0;2000;3;1115
8750;79;89739;Gasolina;86;1;0;1300;5;1035
8950;76;89520;Gasolina;110;1;0;1600;3;1050
7450;75;89507;Gasolina;86;0;0;1300;3;1015
9200;69;89096;Gasolina;110;1;0;1600;5;1085
8950;74;88700;Gasolina;110;1;0;1600;3;1050
7850;72;88500;Gasolina;110;1;0;1600;5;1075
6950;73;88186;Diesel;72;1;0;2000;3;1115
7200;75;88000;Gasolina;110;1;0;1600;3;1050
7450;78;87743;Gasolina;110;0;0;1600;3;1055
6750;75;87613;Gasolina;86;0;0;1300;3;1015
7500;73;87358;Gasolina;110;1;0;1600;3;1050
7450;72;87083;Gasolina;110;0;0;1600;4;1035
7950;70;87000;Gasolina;110;1;0;1600;4;1035
7250;78;87000;Gasolina;110;1;0;1600;4;1035
7950;73;87000;Gasolina;86;1;0;1300;3;1015
8250;80;87000;Gasolina;86;1;0;1300;3;1015
8250;72;86860;Gasolina;110;0;0;1600;5;1075
6750;80;86109;Gasolina;110;1;0;1600;3;1055
8750;79;86000;Gasolina;86;1;0;1300;5;1040
8950;80;86000;Gasolina;110;0;0;1600;3;1050
8500;70;85864;Diesel;72;1;0;2000;5;1135
8250;80;85565;Gasolina;110;0;0;1600;5;1070
9450;70;85470;Gasolina;107;0;1;1600;3;1080
7950;73;85200;Gasolina;110;1;0;1600;3;1050
7900;70;85000;Gasolina;110;1;0;1600;3;1055
8500;73;84988;Gasolina;110;1;0;1600;3;1050
8250;79;84966;Gasolina;110;0;0;1600;5;1070
8250;76;84472;Gasolina;110;1;0;1600;5;1070
8950;73;84402;Gasolina;110;1;0;1600;4;1035
7950;74;84123;Gasolina;110;0;0;1600;3;1050
6950;80;84000;Gasolina;110;0;0;1600;5;1075
7250;78;84000;Gasolina;110;1;0;1600;5;1065
7750;77;84000;Gasolina;110;1;0;1600;5;1085
8700;75;83850;Gasolina;110;1;0;1600;3;1055
8950;80;83540;Gasolina;110;1;0;1600;5;1070
6750;76;83405;Gasolina;110;1;0;1600;5;1070
7500;71;83291;Gasolina;110;1;0;1600;5;1070
7950;69;83133;Gasolina;86;0;0;1300;3;1015
8950;71;83047;Gasolina;86;1;1;1300;3;1045
7950;71;82700;Gasolina;110;0;0;1600;3;1050
7450;78;82675;Gasolina;86;0;0;1300;3;1015
5950;78;82595;Gasolina;86;1;0;1300;3;1015
7750;75;82256;Gasolina;110;1;0;1600;3;1050
6950;77;82103;Gasolina;86;1;0;1300;3;1015
8750;80;82021;Gasolina;86;1;0;1300;5;1035
8950;71;82000;Gasolina;110;1;0;1600;5;1075
7495;79;81988;Gasolina;110;1;0;1600;5;1070
7750;76;81930;Gasolina;110;0;0;1600;5;1070
6950;70;81663;Gasolina;110;0;0;1600;3;1050
7990;77;80486;Gasolina;110;1;0;1600;5;1070
7250;78;80000;Gasolina;110;1;0;1600;4;1065
6900;69;79000;Gasolina;86;0;0;1300;3;1015
7750;74;78894;Gasolina;110;0;0;1600;5;1070
7250;78;78689;Gasolina;110;0;0;1600;4;1035
8950;77;78435;Gasolina;86;0;0;1300;3;1015
8500;71;78260;Gasolina;110;0;0;1600;3;1050
7950;72;78120;Gasolina;110;1;0;1600;5;1075
6950;77;77000;Gasolina;86;0;0;1300;3;1015
8000;78;77000;Gasolina;110;0;0;1600;3;1050
7950;75;76382;Gasolina;110;1;0;1600;3;1055
8500;76;76268;Gasolina;86;1;0;1300;3;1015
7490;73;76151;Gasolina;86;1;0;1300;3;1015
8250;80;76000;Gasolina;110;0;0;1600;3;1050
9250;71;76000;Gasolina;110;1;0;1600;5;1070
7950;72;75840;Gasolina;86;0;0;1300;5;1035
9500;77;75799;Gasolina;110;1;0;1600;3;1050
8950;72;75525;Gasolina;110;1;0;1600;3;1114
8450;78;75323;Gasolina;86;1;0;1300;5;1050
7995;79;75322;Gasolina;110;1;0;1600;4;1115
8750;78;75226;Gasolina;110;0;0;1600;4;1035
5950;71;75085;Gasolina;86;0;0;1300;5;1035
8500;73;75000;Gasolina;110;0;0;1600;5;1075
8950;69;75000;Gasolina;86;1;0;1300;4;1000
8750;69;75000;Gasolina;86;1;0;1300;4;1000
7600;78;74926;Gasolina;110;1;0;1600;5;1075
7145;80;74785;Gasolina;110;1;0;1600;5;1070
8450;69;74573;Gasolina;110;1;0;1600;5;1085
5950;75;74567;Gasolina;86;1;0;1300;3;1015
9000;80;74196;Gasolina;110;0;0;1600;5;1075
7250;80;74151;Gasolina;110;1;0;1600;3;1050
7400;75;74096;Gasolina;110;1;0;1600;3;1050
8800;79;74093;Gasolina;110;1;0;1600;5;1075
7750;71;74000;Gasolina;110;0;0;1600;3;1050
7500;75;74000;Gasolina;86;1;0;1300;3;1015
8450;78;73638;Gasolina;86;1;1;1300;4;1015
7400;75;73460;Gasolina;110;1;0;1600;5;1070
7500;80;73200;Gasolina;110;1;0;1600;5;1070
8950;76;73116;Gasolina;110;1;0;1600;5;1075
8950;70;73014;Gasolina;110;1;0;1600;5;1075
7950;77;72703;Gasolina;110;1;0;1600;3;1050
7950;79;72328;Gasolina;110;1;0;1600;5;1075
7950;78;72222;Gasolina;110;1;0;1600;5;1070
8950;71;72128;Gasolina;107;1;1;1600;5;1100
7750;78;72090;Gasolina;110;1;0;1600;5;1070
8250;78;72000;Gasolina;110;1;0;1600;4;1035
7950;78;72000;Gasolina;110;0;0;1600;3;1055
7750;77;71900;Gasolina;86;1;0;1300;3;1015
8500;77;71825;Gasolina;110;0;0;1600;5;1075
6950;80;71740;Gasolina;110;1;0;1600;5;1070
7500;80;71500;Gasolina;110;1;0;1600;4;1035
7750;79;71359;Gasolina;110;1;0;1600;3;1050
5950;79;71263;Gasolina;86;0;0;1300;3;1015
7500;78;71186;Gasolina;110;0;0;1600;3;1050
8950;72;71054;Gasolina;86;0;1;1300;3;1045
7950;76;71000;Gasolina;110;1;0;1600;3;1050
6900;80;70939;Gasolina;110;1;1;1600;5;1100
7450;77;70932;Gasolina;110;1;0;1600;3;1050
8500;80;70597;Gasolina;107;1;1;1600;3;1080
7500;73;70482;Gasolina;110;1;0;1600;5;1075
8750;77;70124;Gasolina;110;1;0;1600;3;1050
7500;76;70039;Gasolina;110;1;0;1600;3;1050
9950;80;69904;Gasolina;110;0;0;1600;5;1070
7950;75;69388;Gasolina;86;0;0;1300;3;1010
9950;75;69320;Gasolina;110;1;0;1600;5;1070
9250;78;69000;Gasolina;110;1;0;1600;5;1075
9250;73;68988;Gasolina;86;1;0;1300;5;1035
9950;79;68945;Gasolina;110;1;0;1600;5;1085
5950;74;68285;Gasolina;110;1;0;1600;3;1050
7995;76;68000;Gasolina;110;1;0;1600;5;1075
8950;70;68000;Gasolina;86;1;1;1300;3;1045
7450;75;67451;Gasolina;86;1;0;1300;4;1000
8250;76;67266;Gasolina;86;1;0;1300;5;1035
8500;78;67255;Gasolina;110;0;0;1600;5;1085
8500;70;67100;Gasolina;110;1;0;1600;5;1075
9400;69;67092;Diesel;72;1;0;2000;3;1115
7250;80;66880;Gasolina;110;1;0;1600;3;1055
8950;79;66855;Gasolina;110;1;0;1600;5;1075
9450;80;66843;Gasolina;110;1;0;1600;5;1075
8500;74;66718;Gasolina;110;1;0;1600;3;1050
6750;80;66168;Gasolina;86;1;0;1300;3;1015
7400;80;65950;Gasolina;110;0;0;1600;5;1070
8950;78;65500;Gasolina;86;1;0;1300;3;1015
6900;80;65307;Gasolina;110;1;0;1600;3;1055
7750;79;65254;Gasolina;86;1;0;1300;3;1015
8950;71;65021;Diesel;72;1;0;2000;3;1115
6950;75;65006;Gasolina;86;1;0;1300;3;1015
8495;77;64280;Gasolina;110;0;0;1600;4;1035
10000;75;64000;Gasolina;107;0;1;1600;3;1085
6999;71;64000;Gasolina;110;1;0;1600;5;1070
8950;80;64000;Gasolina;110;0;0;1600;3;1055
8500;79;63918;Gasolina;110;0;0;1600;4;1035
8750;75;63634;Gasolina;110;1;0;1600;4;1035
7499;80;63500;Gasolina;110;1;0;1600;3;1050
9000;80;63266;Gasolina;110;1;0;1600;4;1035
8950;77;62595;Gasolina;110;1;0;1600;3;1050
6950;80;62581;Gasolina;110;0;0;1600;5;1075
8500;77;62285;Gasolina;110;1;0;1600;5;1075
8450;77;61906;Gasolina;86;1;1;1300;5;1065
8950;74;61700;Gasolina;110;0;0;1600;5;1070
8250;77;61648;Gasolina;110;1;0;1600;5;1070
7950;75;61626;Gasolina;86;0;0;1300;5;1035
7450;70;61510;Gasolina;110;0;0;1600;4;1035
9000;79;61165;Gasolina;107;1;1;1600;3;1080
7150;70;61000;Gasolina;110;1;0;1600;4;1035
7750;76;60833;Gasolina;110;1;0;1600;4;1035
5845;70;60600;Gasolina;86;0;0;1300;3;1060
8500;72;60483;Gasolina;110;1;0;1600;5;1075
8250;80;60476;Gasolina;110;1;0;1600;5;1114
9450;79;60142;Gasolina;110;0;0;1600;3;1050
6750;69;60050;Gasolina;110;1;0;1600;3;1050
8400;77;60000;Gasolina;110;1;0;1600;3;1050
7900;76;60000;Gasolina;110;0;0;1600;3;1050
7950;76;59815;Gasolina;110;1;0;1587;3;1055
8750;80;59326;Gasolina;110;1;0;1600;5;1085
9900;73;59240;Gasolina;110;1;0;1600;3;1050
6495;71;59164;Gasolina;110;0;0;1600;4;1035
8250;70;59017;Gasolina;107;1;1;1600;3;1080
6900;69;58952;Gasolina;110;1;0;1600;3;1050
7500;74;58454;Gasolina;86;1;0;1300;3;1015
7950;75;58341;Gasolina;86;1;1;1300;4;1030
8250;80;58267;Gasolina;110;1;0;1600;5;1070
8950;80;58000;Gasolina;110;0;0;1600;3;1055
9750;70;57829;Gasolina;110;0;0;1600;3;1050
8250;80;57787;Gasolina;86;0;0;1300;3;1015
8900;78;57628;Gasolina;110;0;0;1600;5;1075
8950;75;57537;Gasolina;86;1;0;1300;5;1050
6750;76;57263;Gasolina;110;1;0;1600;3;1050
7950;75;57144;Gasolina;110;1;0;1600;5;1070
8600;69;57096;Gasolina;86;1;0;1300;3;1025
7750;80;57000;Gasolina;86;0;0;1300;4;1000
7800;73;56566;Gasolina;110;1;0;1600;3;1050
8750;73;56307;Gasolina;110;1;0;1600;3;1050
9500;79;56214;Gasolina;86;0;0;1300;3;1015
7750;74;56132;Gasolina;110;0;0;1600;4;1035
9950;79;55425;Gasolina;110;0;0;1600;5;1075
7750;77;54439;Gasolina;86;1;0;1300;3;1015
5950;69;53809;Gasolina;110;1;0;1600;3;1050
10950;76;53133;Gasolina;110;1;0;1600;5;1070
9450;77;52900;Gasolina;110;1;0;1600;4;1075
8250;80;52700;Gasolina;110;0;0;1600;3;1050
9750;69;52320;Gasolina;110;0;0;1600;5;1070
7450;78;52287;Gasolina;110;0;0;1600;5;1114
8750;75;52000;Gasolina;110;0;0;1600;5;1075
8750;69;52000;Gasolina;110;1;0;1600;3;1050
8500;73;52000;Gasolina;110;1;1;1600;4;1065
8950;70;51874;Gasolina;86;0;0;1300;4;1000
7500;79;49827;Gasolina;86;1;0;1300;5;1035
7250;69;49640;Gasolina;110;1;0;1600;4;1035
7450;80;49580;Gasolina;110;1;0;1600;4;1035
8750;76;49170;Gasolina;86;0;0;1300;3;1045
9800;77;48838;Gasolina;110;0;0;1600;3;1055
7500;71;48576;Gasolina;86;1;0;1300;3;1015
8950;75;48400;Gasolina;110;1;0;1600;5;1075
8950;74;48242;Gasolina;86;1;0;1300;5;1035
7450;70;47955;Gasolina;110;1;0;1600;5;1070
8950;71;47633;Gasolina;110;1;0;1600;5;1075
10500;78;47400;Gasolina;86;1;0;1300;5;1040
7000;73;47360;Gasolina;86;0;0;1300;3;1010
8500;77;45507;Gasolina;110;1;0;1600;3;1050
7750;76;45410;Gasolina;86;1;0;1300;5;1035
8950;70;44850;Gasolina;110;1;0;1600;3;1050
8250;69;44826;Gasolina;110;0;0;1600;5;1075
9250;80;44444;Gasolina;110;1;0;1600;3;1050
7900;75;43720;Gasolina;110;1;0;1600;5;1070
8500;78;43622;Gasolina;86;1;0;1300;4;1000
7950;76;43532;Gasolina;110;0;0;1600;5;1070
9950;69;42800;Gasolina;110;1;0;1600;3;1050
8750;74;42317;Gasolina;107;1;1;1600;5;1100
7500;80;42186;Gasolina;110;1;0;1600;3;1050
6950;72;42000;Gasolina;110;1;0;1600;3;1050
8950;79;40093;Gasolina;110;0;0;1600;5;1114
8750;79;39800;Gasolina;107;0;1;1600;3;1080
7750;73;39168;Gasolina;86;0;0;1300;3;1015
8450;75;38945;Gasolina;110;1;0;1600;3;1050
8150;76;36537;Gasolina;110;0;1;1600;4;1075
8500;78;36000;Gasolina;86;0;1;1300;3;1045
7600;78;36000;Gasolina;110;1;0;1600;3;1050
7950;80;35821;Gasolina;86;0;1;1300;3;1015
7750;73;34717;Gasolina;86;0;0;1300;3;1015
7950;80;34000;Gasolina;86;1;0;1300;4;1000
9950;78;30964;Gasolina;110;0;1;1600;3;1080
8950;71;29000;Gasolina;86;1;1;1300;3;1045
8450;72;26000;Gasolina;86;0;0;1300;3;1015
8950;78;24000;Gasolina;86;1;1;1300;5;1065
8450;80;23000;Gasolina;86;0;0;1300;3;1015
7500;69;20544;Gasolina;86;1;0;1300;3;1025
10845;72;19000;Gasolina;86;0;0;1300;3;1015
8500;71;17016;Gasolina;86;0;0;1300;3;1015
7250;70;16916;Gasolina;86;1;0;1300;3;1015
6950;76;1;Gasolina;110;0;0;1600;5;111
